Score,Name of the Person,Quote,Video Title,Link to Video,Timestamp
4,Maut Cosb,odors into harmless compounds and make bacteria and pollen spores too heavy to remain Airborne negative ions naturally occur outdoors from energy created from Rushing,E3 and IAQ - Hospitals,https://vimeo.com/460735566#t=105s,[01:45]
5,Maut Cosb,Water waterfalls crashing waves thunder and lightning plants and sunlight ionizers introduce ions into the Airstream to replicate the cleaning forces of naturally occurring once,E3 and IAQ - Hospitals,https://vimeo.com/460735566#t=116s,[01:56]
7,Maut Cosb,using the air flow in your existing HVAC system ions are transported throughout interior spaces without introducing ozone or harmful byproducts into the space E3,E3 and IAQ - Hospitals,https://vimeo.com/460735566#t=127s,[02:07]
7,Maut Cosb,has been installing ionizers on HVAC systems since 2015 E3 installs ionizers that have been both lab tested and tested at actual client sites by,E3 and IAQ - Hospitals,https://vimeo.com/460735566#t=137s,[02:17]
5,Maut Cosb,third-party test agencies and a controlled laboratory tests showed that up to 99.4% of covid-19 viral are inactivated on a stagnant Surface after 30 minutes,E3 and IAQ - Hospitals,https://vimeo.com/460735566#t=147s,[02:27]
4,Maut Cosb,ionizers and other indoor air quality Technologies are just part of a good defense all hail the mighty disclaimer but as we all know no,E3 and IAQ - Hospitals,https://vimeo.com/460735566#t=157s,[02:37]
4,Maut Cosb,technology can take the place of everyday precautions the CDC promotes to help prevent the spread of pathogens social distance wash your hands wear a,E3 and IAQ - Hospitals,https://vimeo.com/460735566#t=166s,[02:46]
3,Maut Cosb,mask and call E3,E3 and IAQ - Hospitals,https://vimeo.com/460735566#t=175s,[02:55]
4,Maut Cosb,improving indoor air quality to help keep citizens and staff safe tops every meeting agenda is the subject line for hundreds of solicitation emails flooding,E3 and IAQ - Municipalities,https://vimeo.com/460789484#t=0s,[00:00]
6,Maut Cosb,your inbox and has preached about in all those webinars as a design build contractor we were all getting flooded with indoor air quality solutions,E3 and IAQ - Municipalities,https://vimeo.com/460789484#t=10s,[00:10]
4,Maut Cosb,from every Uncle he didn't even know we had we put our in-house Engineers to work to researching options for our clients here's the skinny,E3 and IAQ - Municipalities,https://vimeo.com/460789484#t=19s,[00:19]
5,Maut Cosb,after they waited through the bloke there is no magic pill and no one size fits all solution however there are vetted technologies that are,E3 and IAQ - Municipalities,https://vimeo.com/460789484#t=28s,[00:28]
6,Maut Cosb,scientifically proven to improve indoor air quality E3 Engineers studied UV PCO and ionizers we developed a white paper that really really details the ins,E3 and IAQ - Municipalities,https://vimeo.com/460789484#t=37s,[00:37]
4,Maut Cosb,and outs of each one will share it with you if you really really likes details but to stick to the skinny our research suggests,E3 and IAQ - Municipalities,https://vimeo.com/460789484#t=47s,[00:47]
9,Maut Cosb,that an overall HVAC analysis by E3 at no cost and potentially installing ionizers could be a great option for improving the quality of your,E3 and IAQ - Municipalities,https://vimeo.com/460789484#t=55s,[00:55]
5,Maut Cosb,indoor are so what exactly are ionizers to fully understand the technology we rewound back to our middle school science years when Mrs Jones taught,E3 and IAQ - Municipalities,https://vimeo.com/460789484#t=65s,[01:05]
4,Maut Cosb,us all about ions ions or molecules that have gained or lost an electrical charge contrary to their confusing misnomer positive ions are often bad,E3 and IAQ - Municipalities,https://vimeo.com/460789484#t=74s,[01:14]
4,Maut Cosb,stuff in the air like pollution mold and viruses these pesky positive ions can create negative health conditions yuck on the contrary negative ions can,E3 and IAQ - Municipalities,https://vimeo.com/460789484#t=84s,[01:24]
5,Maut Cosb,have good effects on health and actually clean the air by attaching themselves to positively charged particles and negatively charging those particles they disrupt breakdown,E3 and IAQ - Municipalities,https://vimeo.com/460789484#t=93s,[01:33]
4,Maut Cosb,odors into harmless compounds and make bacteria and pollen spores too heavy to remain Airborne negative ions naturally occur outdoors from energy created from Rushing,E3 and IAQ - Municipalities,https://vimeo.com/460789484#t=105s,[01:45]
5,Maut Cosb,Water waterfalls crashing waves thunder and lightning plants and sunlight ionizers introduce ions into the Airstream to replicate the cleaning forces of naturally occurring once,E3 and IAQ - Municipalities,https://vimeo.com/460789484#t=115s,[01:55]
5,Maut Cosb,using the air flow in your existing HVAC system ions are transported throughout interior spaces without introducing ozone or harmful by products into the space,E3 and IAQ - Municipalities,https://vimeo.com/460789484#t=127s,[02:07]
7,Maut Cosb,E3 has been installing ionizers on HVAC systems since 2015 E3 installs ionizers that have been both lab tested and tested at actual client sites,E3 and IAQ - Municipalities,https://vimeo.com/460789484#t=137s,[02:17]
5,Maut Cosb,by third-party test agencies and a controlled laboratory tests showed that up to 99.4% of covid-19 viral are inactivated on a stagnant Surface after 30,E3 and IAQ - Municipalities,https://vimeo.com/460789484#t=147s,[02:27]
4,Maut Cosb,minutes ionizers and other indoor air quality Technologies are just part of a good defense all hail the mighty disclaimer but as we all know,E3 and IAQ - Municipalities,https://vimeo.com/460789484#t=156s,[02:36]
4,Maut Cosb,no technology can take the place of everyday precautions the CDC promotes to help prevent the spread of pathogens social distance wash your hands wear,E3 and IAQ - Municipalities,https://vimeo.com/460789484#t=166s,[02:46]
3,Maut Cosb,a mask and call E3,E3 and IAQ - Municipalities,https://vimeo.com/460789484#t=175s,[02:55]
5,E3 and IAQ - Schools Speaker,improving indoor air quality to help keep students and staff safe tops every meeting agenda is the subject line for hundreds of solicitation emails flooding,E3 and IAQ - Schools,https://vimeo.com/460800214#t=0s,[00:00]
6,E3 and IAQ - Schools Speaker,your inbox and has preached about in all those webinars as a design build contractor we were all getting flooded with indoor air quality solutions,E3 and IAQ - Schools,https://vimeo.com/460800214#t=10s,[00:10]
4,E3 and IAQ - Schools Speaker,from every Uncle he didn't even know we had we put our in-house Engineers to work to researching options for our clients here's the skinny,E3 and IAQ - Schools,https://vimeo.com/460800214#t=19s,[00:19]
5,E3 and IAQ - Schools Speaker,after they waited through the bloke there is no magic pill and no one size fits all solution however there are vetted technologies that are,E3 and IAQ - Schools,https://vimeo.com/460800214#t=28s,[00:28]
6,E3 and IAQ - Schools Speaker,scientifically proven to improve indoor air quality E3 Engineers studied UV PCO and ionizers we developed a white paper that really really details the ins,E3 and IAQ - Schools,https://vimeo.com/460800214#t=37s,[00:37]
4,E3 and IAQ - Schools Speaker,and outs of each one will share it with you if you really really likes details but to stick to the skinny our research suggests,E3 and IAQ - Schools,https://vimeo.com/460800214#t=47s,[00:47]
9,E3 and IAQ - Schools Speaker,that an overall HVAC analysis by E3 at no cost and potentially installing ionizers could be a great option for improving the quality of your,E3 and IAQ - Schools,https://vimeo.com/460800214#t=55s,[00:55]
5,E3 and IAQ - Schools Speaker,indoor air so what exactly are ionizers to fully understand the technology we rewound back to our middle school science years when Mrs Jones taught,E3 and IAQ - Schools,https://vimeo.com/460800214#t=65s,[01:05]
4,E3 and IAQ - Schools Speaker,us all about ions ions or molecules that have gained or lost an electrical charge contrary to their confusing misnomer positive ions are often bad,E3 and IAQ - Schools,https://vimeo.com/460800214#t=74s,[01:14]
4,E3 and IAQ - Schools Speaker,stuff in the air like pollution mold and viruses these pesky positive ions can create negative health conditions yuck on the contrary negative ions can,E3 and IAQ - Schools,https://vimeo.com/460800214#t=84s,[01:24]
5,E3 and IAQ - Schools Speaker,have good effects on health and actually clean the air by attaching themselves to positively charged particles and negatively charging those particles they disrupt breakdown,E3 and IAQ - Schools,https://vimeo.com/460800214#t=93s,[01:33]
4,E3 and IAQ - Schools Speaker,odors into harmless compounds and make bacteria and pollen spores too heavy to remain Airborne negative ions naturally occur outdoors from energy created from Rushing,E3 and IAQ - Schools,https://vimeo.com/460800214#t=105s,[01:45]
5,E3 and IAQ - Schools Speaker,Water waterfalls crashing waves thunder and lightning plants and sunlight ionizers introduce ions into the Airstream to replicate the cleaning forces of naturally occurring once,E3 and IAQ - Schools,https://vimeo.com/460800214#t=115s,[01:55]
7,E3 and IAQ - Schools Speaker,using the air flow in your existing HVAC system ions are transported throughout interior spaces without introducing ozone or harmful byproducts into the space E3,E3 and IAQ - Schools,https://vimeo.com/460800214#t=127s,[02:07]
7,E3 and IAQ - Schools Speaker,has been installing ionizers on HVAC systems since 2015 E3 installs ionizers that have been both lab tested and tested at actual client sites by,E3 and IAQ - Schools,https://vimeo.com/460800214#t=137s,[02:17]
5,E3 and IAQ - Schools Speaker,third-party test agencies and a controlled laboratory tests showed that up to 99.4% of covid-19 viral are inactivated on a stagnant Surface after 30 minutes,E3 and IAQ - Schools,https://vimeo.com/460800214#t=147s,[02:27]
4,E3 and IAQ - Schools Speaker,ionizers and other indoor air quality Technologies are just part of a good defense all hail the mighty disclaimer but as we all know no,E3 and IAQ - Schools,https://vimeo.com/460800214#t=157s,[02:37]
